Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-26 00:00:00-04:00,78.71915860786353,78.89922478600275,77.01580741696695,77.07177734375,125522000,0.0,0.0
2020-05-27 00:00:00-04:00,76.92822809774341,77.55359582351838,76.1860490206754,77.4075927734375,112945200,0.0,0.0
2020-05-28 00:00:00-04:00,77.08149539642562,78.70454880159468,76.80409638584246,77.44163513183594,133560800,0.0,0.0
2020-05-29 00:00:00-04:00,77.6849956705814,78.14733245248436,77.00852208206489,77.36622619628906,153532400,0.0,0.0
2020-06-01 00:00:00-04:00,77.3199863713913,78.43933305662227,77.18858289905835,78.31766510009766,80791200,0.0,0.0
2020-06-02 00:00:00-04:00,78.05000523231972,78.70457952577789,77.6071320252172,78.68024444580078,87642800,0.0,0.0
2020-06-03 00:00:00-04:00,79.00144797787304,79.37618740858451,78.42717129207927,79.1133804321289,104491200,0.0,0.0
2020-06-04 00:00:00-04:00,78.9357445019579,79.23504293791275,78.05729794865285,78.43203735351562,87560400,0.0,0.0
2020-06-05 00:00:00-04:00,78.68268407951567,80.72670465644849,78.65348495250613,80.6658706665039,137250400,0.0,0.0
2020-06-08 00:00:00-04:00,80.36168554392373,81.17686234047467,79.6487130986334,81.14279174804688,95654400,0.0,0.0
2020-06-09 00:00:00-04:00,80.82160644800746,84.09933458379527,80.7899715861673,83.70513153076172,147712400,0.0,0.0
2020-06-10 00:00:00-04:00,84.65656257485465,86.32827910756656,84.21612516678438,85.858642578125,166651600,0.0,0.0
2020-06-11 00:00:00-04:00,84.99967763398335,85.42551553412683,81.63434481058569,81.73654174804688,201662400,0.0,0.0
2020-06-12 00:00:00-04:00,83.88277478636243,84.63224629678102,81.32774713453523,82.44222259521484,200146000,0.0,0.0
2020-06-15 00:00:00-04:00,81.09169489143076,84.11635857805393,80.92865655848254,83.46178436279297,138808800,0.0,0.0
2020-06-16 00:00:00-04:00,85.52285420682057,85.94626382585014,83.88277221688082,85.67372131347656,165428800,0.0,0.0
2020-06-17 00:00:00-04:00,86.42075685110076,86.48159083556952,85.43281353741015,85.55448150634766,114406400,0.0,0.0
2020-06-18 00:00:00-04:00,85.51069272033729,86.00710017036369,84.97778636060843,85.58856201171875,96820400,0.0,0.0
2020-06-19 00:00:00-04:00,86.2966575684398,86.76385839432308,83.98739454869698,85.09944152832031,264476000,0.0,0.0
2020-06-22 00:00:00-04:00,85.49366152486377,87.469548475875,85.44742709501291,87.32598114013672,135445200,0.0,0.0
2020-06-23 00:00:00-04:00,88.57430921642852,90.61346620468515,88.15333523826686,89.18994903564453,212155600,0.0,0.0
2020-06-24 00:00:00-04:00,88.81762744432615,89.73987283324034,87.24080771386359,87.61554718017578,192623200,0.0,0.0
2020-06-25 00:00:00-04:00,87.77127201576967,88.81761353356403,87.00962937456471,88.77867889404297,137522400,0.0,0.0
2020-06-26 00:00:00-04:00,88.67404914924855,88.89548574168278,85.90244927933195,86.05088806152344,205256800,0.0,0.0
2020-06-29 00:00:00-04:00,85.9584251297807,88.12898509123728,85.47905300682135,88.0340805053711,130646000,0.0,0.0
2020-06-30 00:00:00-04:00,87.62039790653964,89.05608582615886,87.60093429970102,88.7689437866211,140223200,0.0,0.0
2020-07-01 00:00:00-04:00,88.84682302233178,89.39189318717276,88.55238859500506,88.6010513305664,110737200,0.0,0.0
2020-07-02 00:00:00-04:00,89.51113285524976,90.14867187148857,88.48669056028642,88.6010513305664,114041600,0.0,0.0
2020-07-06 00:00:00-04:00,90.03430829585879,91.44078989598016,90.00267343180715,90.97115325927734,118655600,0.0,0.0
2020-07-07 00:00:00-04:00,91.35076272390052,92.13186915393193,90.57695607635445,90.68888854980469,112424400,0.0,0.0
2020-07-08 00:00:00-04:00,91.66952230167387,92.83266788269125,91.58191749535032,92.80103302001953,117092000,0.0,0.0
2020-07-09 00:00:00-04:00,93.69651141665871,93.7500456266075,92.14889822617897,93.20011138916016,125642800,0.0,0.0
2020-07-10 00:00:00-04:00,92.79372347201921,93.42153433551938,92.18051959638903,93.36312866210938,90257200,0.0,0.0
2020-07-13 00:00:00-04:00,94.67228464918172,97.29058186234049,92.71829725665447,92.93243408203125,191649200,0.0,0.0
